#======================================
Workload_ID,    App_ID,SubmitTime,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,ResponseTime,
 546, 0, 5480, 5480, 5480.116, 0.116, 110, 0, 5480.116, 5482.6, 2.484, 1100, 5482.6, 5482.765, 0.165, 165, 0, 5482.765, 5484.364, 1.599, 825, 5484.364, 5484.474, 0.11, 110, 0, 5484.474, 5491.768, 7.294, 3300, 5491.768, 5491.878, 0.11, 110, 0, 5491.878, 5491.878, 0, 0,    11.762,
 547, 0, 5490, 5490, 5490.126, 0.126, 120, 0, 5490.126, 5492.686, 2.561, 1200, 5492.686, 5492.866, 0.18, 180, 0, 5492.866, 5494.735, 1.869, 900, 5494.735, 5494.855, 0.12, 120, 0, 5494.855, 5502.591, 7.736, 3600, 5502.591, 5502.712, 0.12, 120, 0, 5502.712, 5502.712, 0, 0,    12.586,
 548, 0, 5500, 5500, 5500.116, 0.116, 110, 0, 5500.116, 5502.166, 2.05, 1100, 5502.166, 5502.331, 0.165, 165, 0, 5502.331, 5504.199, 1.868, 825, 5504.199, 5504.309, 0.11, 110, 0, 5504.309, 5511.466, 7.157, 3300, 5511.466, 5511.576, 0.11, 110, 0, 5511.576, 5511.576, 0, 0,    11.460,
 549, 0, 5510, 5510, 5510.126, 0.126, 120, 0, 5510.126, 5512.674, 2.548, 1200, 5512.674, 5512.854, 0.18, 180, 0, 5512.854, 5514.656, 1.802, 900, 5514.656, 5514.776, 0.12, 120, 0, 5514.776, 5522.495, 7.719, 3600, 5522.495, 5522.615, 0.12, 120, 0, 5522.615, 5522.615, 0, 0,    12.489,
 550, 0, 5520, 5520, 5520.126, 0.126, 120, 0, 5520.126, 5522.39, 2.264, 1200, 5522.39, 5522.57, 0.18, 180, 0, 5522.57, 5524.416, 1.846, 900, 5524.416, 5524.536, 0.12, 120, 0, 5524.536, 5532.236, 7.7, 3600, 5532.236, 5532.356, 0.12, 120, 0, 5532.356, 5532.356, 0, 0,    12.230,
 551, 0, 5530, 5530, 5530.126, 0.126, 120, 0, 5530.126, 5532.731, 2.606, 1200, 5532.731, 5532.912, 0.18, 180, 0, 5532.912, 5534.628, 1.716, 900, 5534.628, 5534.748, 0.12, 120, 0, 5534.748, 5542.275, 7.527, 3600, 5542.275, 5542.395, 0.12, 120, 0, 5542.395, 5542.395, 0, 0,    12.269,
 552, 0, 5540, 5540, 5540.126, 0.126, 120, 0, 5540.126, 5542.868, 2.742, 1200, 5542.868, 5543.048, 0.18, 180, 0, 5543.048, 5544.842, 1.794, 900, 5544.842, 5544.962, 0.12, 120, 0, 5544.962, 5553.419, 8.457, 3600, 5553.419, 5553.539, 0.12, 120, 0, 5553.539, 5553.539, 0, 0,    13.413,
 553, 0, 5550, 5550, 5550.116, 0.116, 110, 0, 5550.116, 5552, 1.885, 1100, 5552, 5552.166, 0.165, 165, 0, 5552.166, 5554.027, 1.861, 825, 5554.027, 5554.137, 0.11, 110, 0, 5554.137, 5561.278, 7.141, 3300, 5561.278, 5561.389, 0.11, 110, 0, 5561.389, 5561.389, 0, 0,    11.273,
 554, 0, 5560, 5560, 5560.116, 0.116, 110, 0, 5560.116, 5562.641, 2.525, 1100, 5562.641, 5562.806, 0.165, 165, 0, 5562.806, 5564.472, 1.665, 825, 5564.472, 5564.582, 0.11, 110, 0, 5564.582, 5571.295, 6.713, 3300, 5571.295, 5571.405, 0.11, 110, 0, 5571.405, 5571.405, 0, 0,    11.289,
 555, 0, 5570, 5570, 5570.126, 0.126, 120, 0, 5570.126, 5572.67, 2.544, 1200, 5572.67, 5572.849, 0.18, 180, 0, 5572.849, 5574.845, 1.995, 900, 5574.845, 5574.965, 0.12, 120, 0, 5574.965, 5581.738, 6.773, 3600, 5581.738, 5581.858, 0.12, 120, 0, 5581.858, 5581.858, 0, 0,    11.732,
 556, 0, 5580, 5580, 5580.126, 0.126, 120, 0, 5580.126, 5582.881, 2.755, 1200, 5582.881, 5583.061, 0.18, 180, 0, 5583.061, 5584.85, 1.789, 900, 5584.85, 5584.97, 0.12, 120, 0, 5584.97, 5592.811, 7.841, 3600, 5592.811, 5592.931, 0.12, 120, 0, 5592.931, 5592.931, 0, 0,    12.805,
 557, 0, 5590, 5590, 5590.126, 0.126, 120, 0, 5590.126, 5592.791, 2.665, 1200, 5592.791, 5592.971, 0.18, 180, 0, 5592.971, 5594.982, 2.011, 900, 5594.982, 5595.102, 0.12, 120, 0, 5595.102, 5602.518, 7.416, 3600, 5602.518, 5602.638, 0.12, 120, 0, 5602.638, 5602.638, 0, 0,    12.512,
 558, 0, 5600, 5600, 5600.116, 0.116, 110, 0, 5600.116, 5602.638, 2.522, 1100, 5602.638, 5602.803, 0.165, 165, 0, 5602.803, 5604.275, 1.472, 825, 5604.275, 5604.385, 0.11, 110, 0, 5604.385, 5611.032, 6.646, 3300, 5611.032, 5611.142, 0.11, 110, 0, 5611.142, 5611.142, 0, 0,    11.026,
 559, 0, 5610, 5610, 5610.126, 0.126, 120, 0, 5610.126, 5612.736, 2.61, 1200, 5612.736, 5612.916, 0.18, 180, 0, 5612.916, 5614.939, 2.023, 900, 5614.939, 5615.059, 0.12, 120, 0, 5615.059, 5622.41, 7.351, 3600, 5622.41, 5622.53, 0.12, 120, 0, 5622.53, 5622.53, 0, 0,    12.404,
 560, 0, 5620, 5620, 5620.126, 0.126, 120, 0, 5620.126, 5622.41, 2.284, 1200, 5622.41, 5622.59, 0.18, 180, 0, 5622.59, 5624.629, 2.039, 900, 5624.629, 5624.749, 0.12, 120, 0, 5624.749, 5632.149, 7.4, 3600, 5632.149, 5632.27, 0.12, 120, 0, 5632.27, 5632.27, 0, 0,    12.144,
 561, 0, 5630, 5630, 5630.116, 0.116, 110, 0, 5630.116, 5632.5, 2.384, 1100, 5632.5, 5632.665, 0.165, 165, 0, 5632.665, 5634.232, 1.567, 825, 5634.232, 5634.342, 0.11, 110, 0, 5634.342, 5640.904, 6.562, 3300, 5640.904, 5641.014, 0.11, 110, 0, 5641.014, 5641.014, 0, 0,    10.899,
 562, 0, 5640, 5640, 5640.116, 0.116, 110, 0, 5640.116, 5642.504, 2.388, 1100, 5642.504, 5642.669, 0.165, 165, 0, 5642.669, 5644.283, 1.614, 825, 5644.283, 5644.393, 0.11, 110, 0, 5644.393, 5651.068, 6.676, 3300, 5651.068, 5651.178, 0.11, 110, 0, 5651.178, 5651.178, 0, 0,    11.062,
 563, 0, 5650, 5650, 5650.126, 0.126, 120, 0, 5650.126, 5652.85, 2.724, 1200, 5652.85, 5653.031, 0.18, 180, 0, 5653.031, 5655.024, 1.993, 900, 5655.024, 5655.144, 0.12, 120, 0, 5655.144, 5663.653, 8.509, 3600, 5663.653, 5663.773, 0.12, 120, 0, 5663.773, 5663.773, 0, 0,    13.647,
 564, 0, 5660, 5660, 5660.116, 0.116, 110, 0, 5660.116, 5662.213, 2.097, 1100, 5662.213, 5662.379, 0.165, 165, 0, 5662.379, 5664.203, 1.824, 825, 5664.203, 5664.313, 0.11, 110, 0, 5664.313, 5671.505, 7.192, 3300, 5671.505, 5671.615, 0.11, 110, 0, 5671.615, 5671.615, 0, 0,    11.499,
 565, 0, 5670, 5670, 5670.126, 0.126, 120, 0, 5670.126, 5672.768, 2.643, 1200, 5672.768, 5672.949, 0.18, 180, 0, 5672.949, 5674.819, 1.87, 900, 5674.819, 5674.939, 0.12, 120, 0, 5674.939, 5682.884, 7.945, 3600, 5682.884, 5683.005, 0.12, 120, 0, 5683.005, 5683.005, 0, 0,    12.879,
 566, 0, 5680, 5680, 5680.116, 0.116, 110, 0, 5680.116, 5682.531, 2.415, 1100, 5682.531, 5682.696, 0.165, 165, 0, 5682.696, 5684.61, 1.914, 825, 5684.61, 5684.72, 0.11, 110, 0, 5684.72, 5691.724, 7.004, 3300, 5691.724, 5691.834, 0.11, 110, 0, 5691.834, 5691.834, 0, 0,    11.718,
 567, 0, 5690, 5690, 5690.126, 0.126, 120, 0, 5690.126, 5692.582, 2.456, 1200, 5692.582, 5692.763, 0.18, 180, 0, 5692.763, 5694.828, 2.066, 900, 5694.828, 5694.948, 0.12, 120, 0, 5694.948, 5702.518, 7.569, 3600, 5702.518, 5702.637, 0.12, 120, 0, 5702.637, 5702.637, 0, 0,    12.511,
 568, 0, 5700, 5700, 5700.116, 0.116, 110, 0, 5700.116, 5702.377, 2.261, 1100, 5702.377, 5702.542, 0.165, 165, 0, 5702.542, 5704.439, 1.896, 825, 5704.439, 5704.549, 0.11, 110, 0, 5704.549, 5712.884, 8.335, 3300, 5712.884, 5712.994, 0.11, 110, 0, 5712.994, 5712.994, 0, 0,    12.878,
 569, 0, 5710, 5710, 5710.126, 0.126, 120, 0, 5710.126, 5712.623, 2.497, 1200, 5712.623, 5712.803, 0.18, 180, 0, 5712.803, 5714.862, 2.059, 900, 5714.862, 5714.982, 0.12, 120, 0, 5714.982, 5722.089, 7.107, 3600, 5722.089, 5722.209, 0.12, 120, 0, 5722.209, 5722.209, 0, 0,    12.083,
 570, 0, 5720, 5720, 5720.126, 0.126, 120, 0, 5720.126, 5722.576, 2.45, 1200, 5722.576, 5722.756, 0.18, 180, 0, 5722.756, 5724.483, 1.727, 900, 5724.483, 5724.603, 0.12, 120, 0, 5724.603, 5731.5, 6.897, 3600, 5731.5, 5731.624, 0.125, 120, 0, 5731.624, 5731.624, 0, 0,    11.498,
 571, 0, 5730, 5730, 5730.126, 0.126, 120, 0, 5730.126, 5732.445, 2.319, 1200, 5732.445, 5732.625, 0.18, 180, 0, 5732.625, 5734.745, 2.12, 900, 5734.745, 5734.865, 0.12, 120, 0, 5734.865, 5743.473, 8.609, 3600, 5743.473, 5743.593, 0.12, 120, 0, 5743.593, 5743.593, 0, 0,    13.467,
 572, 0, 5740, 5740, 5740.116, 0.116, 110, 0, 5740.116, 5742.483, 2.367, 1100, 5742.483, 5742.648, 0.165, 165, 0, 5742.648, 5744.414, 1.766, 825, 5744.414, 5744.524, 0.11, 110, 0, 5744.524, 5751.437, 6.913, 3300, 5751.437, 5751.547, 0.11, 110, 0, 5751.547, 5751.547, 0, 0,    11.431,
 573, 0, 5750, 5750, 5750.126, 0.126, 120, 0, 5750.126, 5752.887, 2.762, 1200, 5752.887, 5753.067, 0.18, 180, 0, 5753.067, 5754.993, 1.926, 900, 5754.993, 5755.113, 0.12, 120, 0, 5755.113, 5762.525, 7.412, 3600, 5762.525, 5762.646, 0.12, 120, 0, 5762.646, 5762.646, 0, 0,    12.520,
 574, 0, 5760, 5760, 5760.126, 0.126, 120, 0, 5760.126, 5762.787, 2.661, 1200, 5762.787, 5762.968, 0.18, 180, 0, 5762.968, 5765.185, 2.217, 900, 5765.185, 5765.305, 0.12, 120, 0, 5765.305, 5772.395, 7.09, 3600, 5772.395, 5772.515, 0.12, 120, 0, 5772.515, 5772.515, 0, 0,    12.389,
 575, 0, 5770, 5770, 5770.116, 0.116, 110, 0, 5770.116, 5772.84, 2.724, 1100, 5772.84, 5773.005, 0.165, 165, 0, 5773.005, 5774.688, 1.683, 825, 5774.688, 5774.798, 0.11, 110, 0, 5774.798, 5781.168, 6.369, 3300, 5781.168, 5781.278, 0.11, 110, 0, 5781.278, 5781.278, 0, 0,    11.162,
 576, 0, 5780, 5780, 5780.116, 0.116, 110, 0, 5780.116, 5782.502, 2.386, 1100, 5782.502, 5782.667, 0.165, 165, 0, 5782.667, 5784.265, 1.597, 825, 5784.265, 5784.375, 0.11, 110, 0, 5784.375, 5791.699, 7.324, 3300, 5791.699, 5791.809, 0.11, 110, 0, 5791.809, 5791.809, 0, 0,    11.693,
 577, 0, 5790, 5790, 5790.126, 0.126, 120, 0, 5790.126, 5792.738, 2.612, 1200, 5792.738, 5792.918, 0.18, 180, 0, 5792.918, 5794.613, 1.695, 900, 5794.613, 5794.733, 0.12, 120, 0, 5794.733, 5802.097, 7.364, 3600, 5802.097, 5802.217, 0.12, 120, 0, 5802.217, 5802.217, 0, 0,    12.091,
 578, 0, 5800, 5800, 5800.116, 0.116, 110, 0, 5800.116, 5802.759, 2.643, 1100, 5802.759, 5802.924, 0.165, 165, 0, 5802.924, 5804.471, 1.547, 825, 5804.471, 5804.581, 0.11, 110, 0, 5804.581, 5811.998, 7.417, 3300, 5811.998, 5812.108, 0.11, 110, 0, 5812.108, 5812.108, 0, 0,    11.992,
 579, 0, 5810, 5810, 5810.116, 0.116, 110, 0, 5810.116, 5812.511, 2.395, 1100, 5812.511, 5812.676, 0.165, 165, 0, 5812.676, 5814.646, 1.97, 825, 5814.646, 5814.757, 0.11, 110, 0, 5814.757, 5821.746, 6.99, 3300, 5821.746, 5821.857, 0.11, 110, 0, 5821.857, 5821.857, 0, 0,    11.741,
 580, 0, 5820, 5820, 5820.116, 0.116, 110, 0, 5820.116, 5822.781, 2.665, 1100, 5822.781, 5822.946, 0.165, 165, 0, 5822.946, 5824.71, 1.764, 825, 5824.71, 5824.82, 0.11, 110, 0, 5824.82, 5832.271, 7.45, 3300, 5832.271, 5832.381, 0.11, 110, 0, 5832.381, 5832.381, 0, 0,    12.265,
 581, 0, 5830, 5830, 5830.126, 0.126, 120, 0, 5830.126, 5832.42, 2.294, 1200, 5832.42, 5832.6, 0.18, 180, 0, 5832.6, 5834.448, 1.848, 900, 5834.448, 5834.568, 0.12, 120, 0, 5834.568, 5841.845, 7.276, 3600, 5841.845, 5841.965, 0.12, 120, 0, 5841.965, 5841.965, 0, 0,    11.839,
 582, 0, 5840, 5840, 5840.126, 0.126, 120, 0, 5840.126, 5842.719, 2.593, 1200, 5842.719, 5842.899, 0.18, 180, 0, 5842.899, 5844.799, 1.9, 900, 5844.799, 5844.92, 0.12, 120, 0, 5844.92, 5852.205, 7.285, 3600, 5852.205, 5852.325, 0.12, 120, 0, 5852.325, 5852.325, 0, 0,    12.199,
 583, 0, 5850, 5850, 5850.126, 0.126, 120, 0, 5850.126, 5852.766, 2.639, 1200, 5852.766, 5852.946, 0.18, 180, 0, 5852.946, 5855.162, 2.216, 900, 5855.162, 5855.282, 0.12, 120, 0, 5855.282, 5863.97, 8.688, 3600, 5863.97, 5864.09, 0.12, 120, 0, 5864.09, 5864.09, 0, 0,    13.963,
 584, 0, 5860, 5860, 5860.126, 0.126, 120, 0, 5860.126, 5862.453, 2.327, 1200, 5862.453, 5862.633, 0.18, 180, 0, 5862.633, 5864.46, 1.827, 900, 5864.46, 5864.581, 0.12, 120, 0, 5864.581, 5872.657, 8.076, 3600, 5872.657, 5872.777, 0.12, 120, 0, 5872.777, 5872.777, 0, 0,    12.651,
 585, 0, 5870, 5870, 5870.116, 0.116, 110, 0, 5870.116, 5872.446, 2.33, 1100, 5872.446, 5872.611, 0.165, 165, 0, 5872.611, 5874.391, 1.78, 825, 5874.391, 5874.501, 0.11, 110, 0, 5874.501, 5882.63, 8.129, 3300, 5882.63, 5882.74, 0.11, 110, 0, 5882.74, 5882.74, 0, 0,    12.624,
 586, 0, 5880, 5880, 5880.126, 0.126, 120, 0, 5880.126, 5882.686, 2.56, 1200, 5882.686, 5882.866, 0.18, 180, 0, 5882.866, 5884.815, 1.949, 900, 5884.815, 5884.935, 0.12, 120, 0, 5884.935, 5893.165, 8.23, 3600, 5893.165, 5893.285, 0.12, 120, 0, 5893.285, 5893.285, 0, 0,    13.159,
 587, 0, 5890, 5890, 5890.116, 0.116, 110, 0, 5890.116, 5892.574, 2.458, 1100, 5892.574, 5892.739, 0.165, 165, 0, 5892.739, 5894.635, 1.896, 825, 5894.635, 5894.745, 0.11, 110, 0, 5894.745, 5902.41, 7.665, 3300, 5902.41, 5902.52, 0.11, 110, 0, 5902.52, 5902.52, 0, 0,    12.404,
 588, 0, 5900, 5900, 5900.126, 0.126, 120, 0, 5900.126, 5902.899, 2.774, 1200, 5902.899, 5903.08, 0.18, 180, 0, 5903.08, 5905.135, 2.055, 900, 5905.135, 5905.255, 0.12, 120, 0, 5905.255, 5913.657, 8.402, 3600, 5913.657, 5913.777, 0.12, 120, 0, 5913.777, 5913.777, 0, 0,    13.651,
 589, 0, 5910, 5910, 5910.126, 0.126, 120, 0, 5910.126, 5912.868, 2.742, 1200, 5912.868, 5913.048, 0.18, 180, 0, 5913.048, 5915.004, 1.956, 900, 5915.004, 5915.125, 0.12, 120, 0, 5915.125, 5922.566, 7.441, 3600, 5922.566, 5922.686, 0.12, 120, 0, 5922.686, 5922.686, 0, 0,    12.560,
 590, 0, 5920, 5920, 5920.126, 0.126, 120, 0, 5920.126, 5922.768, 2.642, 1200, 5922.768, 5922.948, 0.18, 180, 0, 5922.948, 5924.855, 1.906, 900, 5924.855, 5924.975, 0.12, 120, 0, 5924.975, 5933.222, 8.247, 3600, 5933.222, 5933.342, 0.12, 120, 0, 5933.342, 5933.342, 0, 0,    13.216,
 591, 0, 5930, 5930, 5930.116, 0.116, 110, 0, 5930.116, 5932.621, 2.505, 1100, 5932.621, 5932.786, 0.165, 165, 0, 5932.786, 5934.541, 1.754, 825, 5934.541, 5934.651, 0.11, 110, 0, 5934.651, 5941.764, 7.113, 3300, 5941.764, 5941.874, 0.11, 110, 0, 5941.874, 5941.874, 0, 0,    11.758,
 592, 0, 5940, 5940, 5940.116, 0.116, 110, 0, 5940.116, 5942.614, 2.499, 1100, 5942.614, 5942.779, 0.165, 165, 0, 5942.779, 5944.391, 1.611, 825, 5944.391, 5944.501, 0.11, 110, 0, 5944.501, 5951.823, 7.322, 3300, 5951.823, 5951.933, 0.11, 110, 0, 5951.933, 5951.933, 0, 0,    11.817,
 593, 0, 5950, 5950, 5950.116, 0.116, 110, 0, 5950.116, 5952.681, 2.565, 1100, 5952.681, 5952.846, 0.165, 165, 0, 5952.846, 5954.704, 1.858, 825, 5954.704, 5954.814, 0.11, 110, 0, 5954.814, 5961.41, 6.596, 3300, 5961.41, 5961.52, 0.11, 110, 0, 5961.52, 5961.52, 0, 0,    11.404,
 594, 0, 5960, 5960, 5960.126, 0.126, 120, 0, 5960.126, 5962.714, 2.588, 1200, 5962.714, 5962.894, 0.18, 180, 0, 5962.894, 5965.11, 2.216, 900, 5965.11, 5965.23, 0.12, 120, 0, 5965.23, 5972.184, 6.954, 3600, 5972.184, 5972.304, 0.12, 120, 0, 5972.304, 5972.304, 0, 0,    12.178,
 595, 0, 5970, 5970, 5970.116, 0.116, 110, 0, 5970.116, 5972.486, 2.371, 1100, 5972.486, 5972.652, 0.165, 165, 0, 5972.652, 5974.655, 2.003, 825, 5974.655, 5974.765, 0.11, 110, 0, 5974.765, 5981.496, 6.731, 3300, 5981.496, 5981.606, 0.11, 110, 0, 5981.606, 5981.606, 0, 0,    11.490,
 596, 0, 5980, 5980, 5980.116, 0.116, 110, 0, 5980.116, 5982.474, 2.358, 1100, 5982.474, 5982.639, 0.165, 165, 0, 5982.639, 5984.38, 1.742, 825, 5984.38, 5984.49, 0.11, 110, 0, 5984.49, 5992.582, 8.092, 3300, 5992.582, 5992.693, 0.11, 110, 0, 5992.693, 5992.693, 0, 0,    12.577,
 597, 0, 5990, 5990, 5990.116, 0.116, 110, 0, 5990.116, 5992.808, 2.692, 1100, 5992.808, 5992.973, 0.165, 165, 0, 5992.973, 5994.602, 1.629, 825, 5994.602, 5994.712, 0.11, 110, 0, 5994.712, 6002.535, 7.823, 3300, 6002.535, 6002.645, 0.11, 110, 0, 6002.645, 6002.645, 0, 0,    12.529,
 598, 0, 6000, 6000, 6000.116, 0.116, 110, 0, 6000.116, 6002.684, 2.568, 1100, 6002.684, 6002.849, 0.165, 165, 0, 6002.849, 6004.749, 1.9, 825, 6004.749, 6004.859, 0.11, 110, 0, 6004.859, 6010.775, 5.916, 3300, 6010.775, 6010.885, 0.11, 110, 0, 6010.885, 6010.885, 0, 0,    10.769,
 599, 0, 6010, 6010, 6010.126, 0.126, 120, 0, 6010.126, 6012.937, 2.811, 1200, 6012.937, 6013.117, 0.18, 180, 0, 6013.117, 6015.06, 1.943, 900, 6015.06, 6015.18, 0.12, 120, 0, 6015.18, 6023.233, 8.053, 3600, 6023.233, 6023.353, 0.12, 120, 0, 6023.353, 6023.353, 0, 0,    13.227,
 600, 0, 6030, 6030, 6030.126, 0.126, 120, 0, 6030.126, 6032.65, 2.525, 1200, 6032.65, 6032.83, 0.18, 180, 0, 6032.83, 6034.956, 2.125, 900, 6034.956, 6035.085, 0.13, 120, 0, 6035.085, 6042.471, 7.385, 3600, 6042.471, 6042.597, 0.127, 120, 0, 6042.597, 6042.597, 0, 0,    12.471,
 601, 0, 6040, 6040, 6040.116, 0.116, 110, 0, 6040.116, 6042.678, 2.562, 1100, 6042.678, 6042.843, 0.165, 165, 0, 6042.843, 6044.751, 1.908, 825, 6044.751, 6044.861, 0.11, 110, 0, 6044.861, 6051.397, 6.536, 3300, 6051.397, 6051.507, 0.11, 110, 0, 6051.507, 6051.507, 0, 0,    11.391,
 602, 0, 6050, 6050, 6050.126, 0.126, 120, 0, 6050.126, 6052.545, 2.419, 1200, 6052.545, 6052.725, 0.18, 180, 0, 6052.725, 6054.718, 1.993, 900, 6054.718, 6054.839, 0.12, 120, 0, 6054.839, 6062.886, 8.047, 3600, 6062.886, 6063.006, 0.12, 120, 0, 6063.006, 6063.006, 0, 0,    12.880,
 603, 0, 6060, 6060, 6060.126, 0.126, 120, 0, 6060.126, 6062.547, 2.421, 1200, 6062.547, 6062.727, 0.18, 180, 0, 6062.727, 6064.523, 1.796, 900, 6064.523, 6064.642, 0.12, 120, 0, 6064.642, 6072.719, 8.077, 3600, 6072.719, 6072.841, 0.122, 120, 0, 6072.841, 6072.841, 0, 0,    12.715,
 604, 0, 6070, 6070, 6070.116, 0.116, 110, 0, 6070.116, 6072.666, 2.55, 1100, 6072.666, 6072.831, 0.165, 165, 0, 6072.831, 6074.564, 1.733, 825, 6074.564, 6074.674, 0.11, 110, 0, 6074.674, 6081.995, 7.321, 3300, 6081.995, 6082.105, 0.11, 110, 0, 6082.105, 6082.105, 0, 0,    11.989,
 605, 0, 6080, 6080, 6080.116, 0.116, 110, 0, 6080.116, 6082.327, 2.211, 1100, 6082.327, 6082.492, 0.165, 165, 0, 6082.492, 6084.041, 1.55, 825, 6084.041, 6084.152, 0.11, 110, 0, 6084.152, 6090.801, 6.649, 3300, 6090.801, 6090.911, 0.11, 110, 0, 6090.911, 6090.911, 0, 0,    10.795,
 606, 0, 6090, 6090, 6090.126, 0.126, 120, 0, 6090.126, 6092.662, 2.536, 1200, 6092.662, 6092.842, 0.18, 180, 0, 6092.842, 6094.618, 1.776, 900, 6094.618, 6094.738, 0.12, 120, 0, 6094.738, 6102.879, 8.14, 3600, 6102.879, 6102.999, 0.12, 120, 0, 6102.999, 6102.999, 0, 0,    12.873,
 607, 0, 6100, 6100, 6100.126, 0.126, 120, 0, 6100.126, 6102.296, 2.17, 1200, 6102.296, 6102.476, 0.18, 180, 0, 6102.476, 6104.599, 2.123, 900, 6104.599, 6104.719, 0.12, 120, 0, 6104.719, 6112.585, 7.865, 3600, 6112.585, 6112.709, 0.124, 120, 0, 6112.709, 6112.709, 0, 0,    12.583,
 608, 0, 6110, 6110, 6110.126, 0.126, 120, 0, 6110.126, 6112.923, 2.796, 1200, 6112.923, 6113.112, 0.19, 180, 0, 6113.112, 6114.78, 1.668, 900, 6114.78, 6114.901, 0.12, 120, 0, 6114.901, 6121.914, 7.014, 3600, 6121.914, 6122.035, 0.12, 120, 0, 6122.035, 6122.035, 0, 0,    11.908,
 609, 0, 6120, 6120, 6120.116, 0.116, 110, 0, 6120.116, 6122.37, 2.253, 1100, 6122.37, 6122.535, 0.165, 165, 0, 6122.535, 6124.243, 1.708, 825, 6124.243, 6124.353, 0.11, 110, 0, 6124.353, 6132.1, 7.747, 3300, 6132.1, 6132.21, 0.11, 110, 0, 6132.21, 6132.21, 0, 0,    12.094,
 610, 0, 6130, 6130, 6130.116, 0.116, 110, 0, 6130.116, 6132.21, 2.094, 1100, 6132.21, 6132.375, 0.165, 165, 0, 6132.375, 6134.131, 1.756, 825, 6134.131, 6134.241, 0.11, 110, 0, 6134.241, 6140.952, 6.711, 3300, 6140.952, 6141.062, 0.11, 110, 0, 6141.062, 6141.062, 0, 0,    10.946,
 611, 0, 6140, 6140, 6140.126, 0.126, 120, 0, 6140.126, 6142.783, 2.657, 1200, 6142.783, 6142.963, 0.18, 180, 0, 6142.963, 6145.048, 2.085, 900, 6145.048, 6145.168, 0.12, 120, 0, 6145.168, 6152.187, 7.02, 3600, 6152.187, 6152.308, 0.12, 120, 0, 6152.308, 6152.308, 0, 0,    12.182,
 612, 0, 6150, 6150, 6150.126, 0.126, 120, 0, 6150.126, 6152.916, 2.791, 1200, 6152.916, 6153.097, 0.18, 180, 0, 6153.097, 6155.258, 2.162, 900, 6155.258, 6155.379, 0.12, 120, 0, 6155.379, 6163.318, 7.94, 3600, 6163.318, 6163.439, 0.12, 120, 0, 6163.439, 6163.439, 0, 0,    13.313,
 613, 0, 6160, 6160, 6160.126, 0.126, 120, 0, 6160.126, 6162.733, 2.607, 1200, 6162.733, 6162.913, 0.18, 180, 0, 6162.913, 6165.012, 2.099, 900, 6165.012, 6165.132, 0.12, 120, 0, 6165.132, 6172.335, 7.202, 3600, 6172.335, 6172.455, 0.12, 120, 0, 6172.455, 6172.455, 0, 0,    12.329,
 614, 0, 6170, 6170, 6170.126, 0.126, 120, 0, 6170.126, 6172.796, 2.67, 1200, 6172.796, 6172.976, 0.18, 180, 0, 6172.976, 6174.792, 1.816, 900, 6174.792, 6174.912, 0.12, 120, 0, 6174.912, 6183.247, 8.335, 3600, 6183.247, 6183.367, 0.12, 120, 0, 6183.367, 6183.367, 0, 0,    13.241,
 615, 0, 6180, 6180, 6180.116, 0.116, 110, 0, 6180.116, 6182.757, 2.641, 1100, 6182.757, 6182.921, 0.165, 165, 0, 6182.921, 6184.809, 1.888, 825, 6184.809, 6184.919, 0.11, 110, 0, 6184.919, 6192.077, 7.158, 3300, 6192.077, 6192.187, 0.11, 110, 0, 6192.187, 6192.187, 0, 0,    12.071,
 616, 0, 6190, 6190, 6190.116, 0.116, 110, 0, 6190.116, 6192.491, 2.375, 1100, 6192.491, 6192.656, 0.165, 165, 0, 6192.656, 6194.23, 1.574, 825, 6194.23, 6194.34, 0.11, 110, 0, 6194.34, 6201.698, 7.358, 3300, 6201.698, 6201.808, 0.11, 110, 0, 6201.808, 6201.808, 0, 0,    11.692,
 617, 0, 6200, 6200, 6200.126, 0.126, 120, 0, 6200.126, 6202.862, 2.736, 1200, 6202.862, 6203.051, 0.19, 180, 0, 6203.051, 6204.92, 1.868, 900, 6204.92, 6205.04, 0.12, 120, 0, 6205.04, 6213.094, 8.054, 3600, 6213.094, 6213.214, 0.12, 120, 0, 6213.214, 6213.214, 0, 0,    13.088,
 618, 0, 6210, 6210, 6210.116, 0.116, 110, 0, 6210.116, 6212.776, 2.66, 1100, 6212.776, 6212.94, 0.165, 165, 0, 6212.94, 6214.825, 1.885, 825, 6214.825, 6214.935, 0.11, 110, 0, 6214.935, 6222.497, 7.563, 3300, 6222.497, 6222.607, 0.11, 110, 0, 6222.607, 6222.607, 0, 0,    12.491,
